x,y
27,93257
35,110460
56,95122
36,110738
54,109734
47,96942
57,100352
59,114089
50,84471
49,104192
31,78180
36,96605
32,106997
54,90982
38,91567
30,92034
31,128252
34,84582
38,87189
32,83685
28,126165
56,93898
56,94300
43,96431
37,102984
28,116679
48,99108
59,77631
61,102591
38,111248
37,82017
46,93330
28,118435
43,110550
39,92540
44,92753
60,102996
59,94009
63,80653
64,102762
60,93999
34,115559
61,103088
44,103364
33,110226
44,98937
46,89729
54,106235
32,75327
60,102239
42,110458
40,83190
34,84447
43,102269
64,91326
43,99197
28,119259
25,115416
34,107860
47,87700
61,71812
49,82697
58,104391
28,83499
56,92963
30,78086
35,103570
52,100399
48,85576
44,101348
41,86016
59,101893
50,121215
58,105881
33,84128
42,99885
47,91594
33,90742
55,81845
55,76783
57,79962
42,101698
64,99782
36,101911
53,91652
51,92009
54,87710
50,87701
47,100303
63,114694
62,92154
27,98426
59,105331
45,94585
64,90308
32,93885
36,96947
50,100779
50,96689
42,111738
45,93153
51,100562
29,89198
59,95231
34,99610
63,110152
25,97890
62,118079
45,105068
39,108372
31,108324
29,115788
57,93329
28,102971
39,84769
27,79785
48,102804
27,93235
54,87381
45,96000
57,96710
44,120578
27,112409
61,88624
65,96231
35,108191
38,95295
56,105135
47,95278
33,82395
35,88999
43,88546
27,94820
33,106953
47,114154
57,94024
30,86818
63,87737
42,105564
58,86531
48,100800
61,91529
32,102715
38,82070
45,68767
26,97277
28,110135
51,95314
44,97787
61,92492
33,89247
39,120947
29,94324
34,114384
43,77344
31,93354
59,80240
35,74110
44,83611
48,104029
43,100542
33,73239
50,99148
53,106031
45,98635
51,89871
54,83581
50,115164
62,93053
53,84326
54,92654
45,89854
40,112696
38,106113
61,100859
60,104764
43,104641
55,112709
44,75314
34,107954
58,71632
38,112973
54,97075
63,72816
54,97876
47,87151
43,84101
38,91249
34,87034
55,99124
51,97107
26,109646
44,106735
34,91158
62,78982
45,87726
60,104680
28,101926
64,132010
57,111378
61,107946
60,84226
39,82265
43,87906
36,92169
41,76284
46,93847
55,95302
63,97073
63,103925
58,96787
26,108561
60,95731
63,101244
26,97668
41,83501
29,107090
48,79688
28,98707
46,82453
27,112585
59,95515
35,86032
35,108350
29,79417
30,103520
30,93583
27,61746
30,107796
57,93135
62,107412
60,96400
55,94711
38,98819
28,99923
51,101863
51,94140
36,86975
40,85455
38,100268
43,93432
44,100172
35,110660
58,94124
51,103150
65,110773
37,93513
59,85003
63,97490
47,104998
34,107032
33,123040
62,109200
39,106827
55,110229
40,103293
62,97857
56,113970
31,102135
36,82366
40,96621
57,98144
49,93470
36,81816
57,90640
26,112989
60,109355
27,79210
41,99577
42,103014
42,93610
29,84095
60,100602
32,102362
62,99051
60,105395
59,103295
59,84877
57,92313
31,95766
44,109961
37,97620
33,70488
51,92440
29,93349
33,88779
46,93114
46,87873
32,96519
28,79546
47,112972
41,104020
41,87001
29,114157
48,117765
27,104660
37,91867
62,113656
60,89124
27,88844
61,101538
35,97321
28,70752
42,85412
43,89897
30,101710
39,92067
51,90479
46,109271
60,78773
62,95441
52,103408
52,84050
59,82249
49,100177
41,73327
61,100542
28,81348
27,81204
57,114200
29,88180
35,100831
57,96420
39,81934
46,78621
36,87826
63,98723
39,101237
25,84911
29,102130
42,85728
60,93533
53,103435
40,97958
61,81827
63,103469
34,120239
57,96844
28,100776
51,83417
27,110624
31,99221
49,81601
64,91039
43,108620
26,85806
59,91538
26,80226
54,85120
38,76047
60,101087
44,96124
25,99395
31,90925
58,94011
56,84224
40,105748
30,92608
57,98717
61,85099
56,94045
43,61252
31,86239
63,96342
26,87536
34,86616
62,88904
59,80905
63,101527
43,76762
59,108960
65,108082
47,88603
34,95244
54,71383
40,84242
55,101598
40,94675
65,82696
42,96845
49,83976
64,83460
33,99369
49,97703
33,66313
49,74427
49,109867
53,101384
58,97288
48,110038
62,66922
36,94714
54,107945
58,83600
60,88064
55,91446
59,88858
44,98577
53,85007
49,96987
44,86997
59,94060
60,95545
60,81860
27,93097
28,84156
51,95197
55,104478
41,105423
49,103120
62,95834
54,84855
37,109862
61,70339
49,97561
31,86313
54,95086
35,107521
53,99454
43,91512
47,86222
64,98076
58,126080
57,113390
53,129571
56,92526
62,95686
57,92839
31,103977
39,100930
46,103703
31,73632
46,113685
57,91457
54,111997
31,102488
64,91511
55,74278
58,97261
29,109010
41,105565
37,81257
29,77841
32,115440
40,82033
59,88110
53,117527
33,90973
35,86745
63,84270
37,110354
34,80490
46,90905
49,96339
42,104129
61,88785
53,86876
47,94081
46,88078
30,88889
60,80880
59,76362
47,94404
34,112089
33,92611
63,98212
63,79151
41,106208
41,94526
43,99881
47,85892
49,107402
35,79449
32,100789
26,96686
39,93404
52,98742
37,114070
33,88452
37,88730
32,105352
63,98738
42,89983
53,104615
54,105304
34,87984
43,107133
52,81992
59,86151
38,89980
50,88702
58,103745
49,89071
52,65041
44,78373
42,101999
57,111970
52,110668
53,84698
55,89523
27,98488
38,111030
36,119897
40,75738
52,86793
58,104988
26,103145
59,99423
31,96040
55,89872
33,79436
26,95524
60,79072
54,99751
50,88057
59,73757
35,111469
28,104872
62,114069
64,90552
46,115931
50,98019
36,71739
46,100767
46,102392
61,84815
32,108911
57,99429
63,102847
43,96232
33,104154
34,106866
26,75749
64,98620
64,103654
49,79259
64,100979
46,96865
34,92472
50,98310
52,101414
40,100645
29,97747
41,94503
31,109730
39,91790
61,91309
57,99884
34,90379
46,96794
37,101951
32,105377
54,87534
44,111271
37,99584
51,122129
61,112803
26,106796
35,101230
44,95910
58,70872
40,96698
39,116057
55,105497
27,105185
59,119723
55,101780
56,99813
29,74773
27,102016
61,83460
44,73828
26,103040
51,109640
34,116971
25,111526
62,83732
56,97714
60,95483
35,99827
47,99892
27,68097
64,107287
45,81189
32,68357
65,86051
57,96370
39,70588
28,86700
49,105005
49,87602
59,93312
48,103345
30,99066
42,103430
30,113114
44,100436
61,108208
61,93930
52,106600
50,90094
43,79486
36,86392
49,106552
54,96280
56,95883
29,89904
55,87507
26,93424
42,111741
25,101066
56,92146
32,104419
53,90219
46,95218
58,98697
58,106703
49,94823
35,111968
27,109120
48,96808
37,93931
57,102684
53,98701
49,109581
56,92941
54,83155
41,98630
48,89132
63,95554
31,116731
47,98513
32,99408
31,111400
48,100894
55,115475
63,87632
43,89908
26,110541
39,124035
52,87538
52,101090
37,99889
59,84827
37,99353
48,96179
57,112423
46,93578
47,89100
54,88351
36,85982
60,110400
28,104072
62,105372
43,109414
60,87024
44,108712
61,64142
57,83962
57,90200
48,107699
49,88786
26,78050
42,91347
42,103180
39,108356
63,102058
64,88441
36,91814
30,90890
38,101841
56,99911
63,91344
27,104241
43,83996
29,107450
43,106485
64,96788
44,89935
52,87537
51,83489
43,101029
28,89551
63,90117
30,95187
37,82934
35,93808
26,103382
37,91540
44,111512
51,84817
49,82960
29,103586
48,75800
41,84839
37,100582
44,96625
31,102205
51,97456
40,99375
40,88206
45,90691
35,89106
31,111471
62,98597
30,75875
43,100831
53,80303
37,97331
59,94928
31,74813
29,111604
51,104677
36,86323
50,113571
27,109372
63,111159
51,104910
40,109237
58,102999
58,99951
40,71773
46,97136
45,89794
54,116133
37,88085
34,108709
45,107014
37,97248
25,80167
43,120490
55,90800
55,83128
31,92797
39,94490
41,113986
44,104448
54,91984
41,102978
32,89881
33,100867
47,88189
53,111717
52,87632
46,82167
59,102528
65,94196
65,71864
26,98348
65,85084
49,114431
27,93895
47,76394
39,97614
46,99556
29,107063
35,84209
61,86275
26,109484
32,82560
37,80909
26,104442
63,98300
48,91456
62,89747
59,95360
42,82115
26,98626
30,74875
58,104344
51,108827
55,84415
50,84551
60,87302
57,99830
63,85979
63,87680
36,91239
59,97315
54,98178
49,92279
49,85068
58,95346
52,74636
38,85604
54,96071
27,103900
38,98901
52,90630
51,83397
30,93927
50,83580
44,93641
54,98315
59,80193
27,110623
32,109004
54,101498
33,114467
46,103437
44,97597
62,96669
34,94117
44,99647
43,108422
51,91486
64,85375
53,85516
25,87072
50,89938
44,102691
57,85204
54,70752
56,104466
48,63428
59,88114
59,92548
53,75451
31,99466
32,110737
34,103715
61,105466
33,66516
61,87328
44,95793
45,79178
47,97014
31,94570
28,94943
45,90238
58,96804
42,105659
60,96600
27,81482
62,102156
47,88180
53,99735
43,97884
37,80637
28,99783
28,98372
42,104182
42,100229
28,103920
56,100667
57,94026
39,94779
43,93314
27,115361
49,96179
35,98628
54,94678
27,108417
42,103625
58,92882
60,89738
30,101594
37,90573
29,85791
34,100382
27,95332
48,109782
50,90833
50,108420
42,73692
27,67820
58,71041
28,101909
47,100642
42,109762
56,80831
48,99553
26,83661
31,104822
32,126917
35,84703
46,87440
49,92566
62,89558
46,99000
28,83393
33,105384
40,92240
49,90597
32,106604
64,107670
31,101863
30,109281
56,101855
63,97943
43,95454
34,99399
52,111901
64,82805
57,92022
53,92698
34,95775
36,101174
43,70676
33,73037
54,93640
35,92237
45,96941
60,82912
26,105992
41,79641
42,81460
44,97569
52,88443
41,90430
31,113958
52,101379
58,112232
51,81111
38,106286
29,100101
60,105609
61,97701
40,94394
50,80279
62,74298
52,105145
35,117532
45,85207
31,86707
60,81066
35,85457
37,78054
35,98260
56,96339
32,108828
43,75263
26,84499
33,88445
30,101660
30,88533
36,89795
49,117134
48,91829
52,85684
28,102381
37,112909
34,98468
61,99697
58,81539
36,89695
60,94690
43,104744
48,71502
43,99681
36,102695
55,90094
60,88254
39,84835
59,93444
28,92099
47,117040
33,83666
39,75702
59,91606
44,84769
43,92388
42,110968
51,78477
57,104446
31,83858
60,76666
46,89981
50,79055
38,108890
33,105179
41,74398
49,87577
40,99676
61,91687
39,100780
36,81795
33,82874
63,101751
33,92325
61,92131
41,82502
29,76113
33,99636
44,99182
51,86857
61,102351
27,87351
60,108264
30,83358
32,81772
45,113291
59,104919
43,98408
28,110903
35,111488
47,86205
60,86850
48,96122
36,95732
54,97053
63,87680
37,115718
60,90648
63,95730
27,76138
61,101812
27,115008
55,93546
26,114658
30,109830
61,90933
29,85667
52,110089
44,94157
59,91827
26,87640
52,112560
26,107944
44,99098
42,104514
44,93007
40,105532
47,105081
61,110231
30,116263
28,86472
50,106899
28,110340
36,103088
41,97465
55,89007
48,94008
35,83457
29,94417
39,95137
50,102158
48,69334
35,81263
52,101946
49,113500
40,88785
40,105120
29,108528
65,94545
32,96796
44,101567
53,103218
39,82316
27,116995
48,94132
54,95595
58,76803
57,101971
29,99817
32,95634
46,79193
64,84131
56,94987
48,105207
49,83924
61,101968
33,90232
60,87060
55,113413
32,93040
49,92296
31,94657
44,106588
55,90795
50,97555
44,100223
41,84490
31,99343
32,89737
51,99395
35,95182
62,88691
63,94835
43,89622
41,86411
52,94677
59,102425
33,105284
62,101695
25,75743
59,78818
50,87822
59,91031
53,93786
30,106214
30,101161
46,104734
38,86849
48,80829
65,104615
38,84483
44,79831
53,94958
39,81345
58,98049
34,91382
54,95130
33,80899
28,101588
41,100852
25,91901
40,106743
54,105999
44,85110
27,103616
45,85571
63,109099
59,98474
48,92279
27,68103
63,91036
33,82391
28,113165
31,83545
61,68084
37,90863
48,72920
38,80923
57,113444
42,100552
45,84205
34,96534
48,83785
52,110192
40,114820
31,105133
63,96678
31,100362
40,102563
57,80513
33,85899
34,108644
50,103913
63,78137
59,88744
38,76864
41,80747
42,96447
33,112135
34,93551
54,83638
32,92689
54,99445
31,102073
38,89115
28,79689
29,104848
49,88919
52,94460
59,92530
27,123369
55,76717
63,74797
57,85072
42,102955
40,109026
64,101458
38,104839
29,110433
48,101153
35,96730
31,91546
53,112134
32,97058
61,87874
30,77027
42,100314
56,89250
33,101064
47,96960
34,89914
63,98174
63,86569
62,74684
30,88783
52,104928
54,91174
44,85783
44,101072
45,105837
63,97586
43,89331
57,99138
58,75465
30,93403
38,107064
37,83390
53,96824
57,97792
41,87639
52,110894
62,89949
62,112339
51,80045
56,91872
55,78064
31,108740
51,77794
32,83707
55,78298
34,95135
28,79618
41,81688
46,101858
55,100843
54,106057
63,56160
42,79694
45,112730
58,113927
50,95936
39,94693
64,101783
60,90827
58,85215
34,100616
40,86329
36,100310
39,81126
61,91026
64,98628
34,113082
45,91720
49,92603
48,82789
28,88115
32,103481
38,69022
44,120560
50,100831
33,88737
57,96951
28,102178
62,84096
43,101861
32,80203
29,84530
34,104581
35,98700
60,92795
51,96998
64,86529
63,84845
33,82824
34,120428
29,96156
45,98410
54,87454
49,103597
36,84161
40,117615
41,87383
33,96650
48,102128
61,105142
54,79162
48,103675
30,91025
64,82954
59,79317
43,82027
62,99884
60,95961
37,105284
64,91924
33,84703
44,90558
38,84021
56,94464
37,91448
32,86780
35,107766
41,78395
33,89775
55,104271
63,76271
38,81662
64,90976
47,81732
65,89862
33,105370
58,99039
56,87529
64,91562
30,114175
51,82768
26,86147
62,59886
45,94954
48,84876
43,98784
52,104660
47,107379
63,80154
42,85917
55,90513
46,111923
29,97635
40,93707
50,103819
46,100319
26,89770
26,75877
47,89762
51,106309
28,90848
63,97668
40,104888
38,89875
26,90988
29,107482
49,97626
41,105112
50,104051
28,72701
30,81272
28,84171
32,106389
53,100014
36,107556
55,88457
49,108587
37,95267
64,113596
37,85493
42,89964
59,87499
29,90248
49,87663
63,111067
62,91953
25,87751
49,107389
48,113243
55,94641
31,78540
59,96303
52,100563
26,108954
49,66221
47,93448
62,100642
63,95432
25,81054
61,88149
52,102313
49,117057
29,83152
51,102654
54,93197
37,93286
37,91589
27,95835
28,113692
27,113122
26,90473
39,85745
57,99704
43,104547
40,110667
30,88104
44,95690
62,100515
46,94044
61,98099
35,89263
60,110815
58,112190
59,89172
58,89998
35,97956
62,97657
47,101662
28,112081
32,98160
29,86147
63,79404
53,88684
45,96425
63,101781
34,90256
44,96528
30,94606
40,95629
36,82457
33,87776
55,92449
38,102150
25,71929
28,101070
60,77712
56,112297
38,76095
48,117283
26,105820
48,88127
27,95200
48,93039
52,98907
41,110110
34,80598
32,81204
61,73204
48,92967
38,99241
63,85926
56,107008
59,108725
53,86892
55,103637
40,97990
60,84924
49,111631
44,89963
40,108052
33,75715
60,67881
57,80967
47,93247
55,86415
51,97344
55,100366
59,110761
37,105158
29,99812
48,116943
43,82394
47,102642
48,93288
36,100100
34,107680
25,111609
43,102791
42,91441
47,92619
26,91671
37,83268
30,91919
58,72761
36,84562
39,96525
55,102705
50,108837
31,70957
49,87164
41,83391
49,108279
47,82993
63,100733
49,79957
44,98363
43,86735
35,83612
62,98518
25,113221
27,78662
27,88656
44,103735
50,88725
52,106592
35,103132
54,84595
54,100604
28,93969
47,86458
48,89276
38,59786
54,87733
45,120960
43,88489
52,87891
31,92830
31,101340
43,80564
36,78898
40,95164
55,101259
62,90846
51,92737
31,150367
36,130426
42,130216
62,143263
48,152273
60,138362
28,127966
46,124464
45,119687
53,146131
27,133594
42,130175
34,143173
60,125248
30,147057
49,138883
51,134113
38,140241
36,156117
49,147934
64,113769
51,135081
62,131833
54,144509
52,123382
58,126325
33,123394
34,123707
37,127224
60,115254
32,146531
47,122623
54,105162
46,142176
41,129705
36,142199
63,135715
40,136034
39,126750
52,146197
30,129968
26,129357
34,123492
44,129094
64,128805
60,133691
62,138697
39,118486
59,121277
38,139202
38,108666
35,130077
52,137167
59,141603
40,143439
36,142194
41,123538
40,124634
58,143959
58,144928
32,141135
44,134735
62,144739
35,143387
46,128807
40,117995
59,136643
36,136753
49,141544
39,123037
55,127623
29,132747
52,128357
32,138085
36,125968
47,140061
65,129714
43,122737
31,112254
35,137034
26,150725
45,129984
40,139050
57,107561
35,136720
47,143184
62,149329
63,146943
33,150334
40,140096
27,148215
40,132020
60,149177
64,131021
44,110944
62,125718
57,123982
31,119674
36,138754
33,142804
63,142421
40,143076
42,107386
49,144846
51,150194
63,141781
54,108228
40,132067
32,117781
36,114701
55,135618
55,130106
38,134737
65,126310
48,137312
54,135521
45,133617
64,122290
26,151326
59,131688
33,141817
53,145628
55,118971
35,145674
65,135907
63,147202
40,134510
62,135414
40,139186
54,102110
40,128210
27,146277
57,133597
54,128231
39,153672
51,144484
39,134524
50,114564
43,123045
59,135551
62,146316
54,119470
57,119025
65,131968
51,140777
42,138924
50,125059
34,149158
51,116274
45,130734
27,154494
50,122456
64,132279
39,134331
48,137919
58,136323
43,131606
36,136675
44,119821
42,134302
62,139131
32,141350
40,119840
55,109538
53,120900
47,121829
52,124214
33,138334
44,116573
48,105382
57,117020
30,135644
47,129955
61,135258
40,124586
25,141592
39,112424
52,130893
44,147403
58,130218
49,120416
64,141555
55,155809
47,144165
41,156687
65,141750
64,128335
54,118037
28,131551
32,135299
30,120877
38,141327
43,134906
39,129520
26,135500
59,132224
61,149174
28,146746
43,114298
50,115676
63,133724
59,140687
39,162123
56,143485
62,161256
26,131324
30,141267
31,149651
29,140225
64,135536
42,125161
41,123631
55,137970
38,126169
30,117337
45,113374
33,149027
55,123756
29,140862
28,151442
56,151725
31,149975
59,138661
27,135068
51,114954
26,149230
58,136574
27,123197
46,130821
36,142739
27,122431
46,145626
55,134659
62,120717
64,153274
46,147824
34,117037
39,138298
50,138991
64,121416
32,128916
56,132120
56,128024
57,139934
39,143161
38,124519
29,140245
63,118138
35,142060
46,147029
61,142929
61,137036
33,128350
47,123092
54,147745
28,121112
55,131166
29,130402
49,140252
61,146521
52,137908
57,150960
44,127372
57,135868
51,136877
64,135089
55,153056
47,136853
42,142422
64,125173
33,143208
44,107338
57,131513
60,143741
36,146995
61,121451
47,147267
62,148900
49,130631
53,151105
36,136852
64,151762
51,130241
40,164281
42,135521
54,136569
36,133973
42,127567
55,135026
57,124745
45,143265
48,131949
52,151735
52,135885
32,141881
44,144729
38,145300
37,131438
60,145586
54,139143
45,138136
55,124695
55,125406
31,133952
41,140009
45,125274
55,133740
39,140854
38,121106
57,125331
29,140169
54,132926
52,142754
31,133939
55,130914
63,138229
48,148591
54,143758
45,144063
41,127122
54,114294
26,130804
40,117486
29,137574
55,129270
51,133514
31,152607
50,147917
49,139578
64,135728
43,127750
34,140478
50,153925
36,144558
57,135426
28,133924
32,114376
62,138804
25,154942
52,132877
29,138728
32,143052
61,149840
31,147674
63,139467
32,143327
28,102240
59,136482
49,151809
32,137274
61,123906
41,141596
45,145237
43,149995
39,132718
42,109002
64,121426
41,135743
44,143586
41,123193
28,144592
45,146737
44,145545
35,139594
51,137161
48,132593
62,128477
25,149478
37,135022
33,123011
30,128557
63,139598
32,133377
42,127380
29,155800
42,123196
61,127134
49,149585
43,118571
46,149765
51,108261
51,129066
46,119941
34,147638
64,127125
47,129851
28,144586
50,129541
37,152523
28,141840
50,114131
63,125441
35,150109
39,136644
48,136707
65,134240
41,115529
29,141105
56,142423
37,112630
25,124121
32,145776
53,126019
61,130170
49,123983
49,131904
62,118607
48,117933
39,115763
46,145282
59,126875
26,150161
26,130973
35,148392
57,134885
34,136459
33,130898
54,119954
47,136535
41,123555
50,145414
38,143643
44,127816
47,116488
37,138657
42,129789
38,143324
29,122379
33,135395
27,163524
60,131371
32,132016
52,144595
51,141819
63,140205
59,122159
28,110443
65,157079
44,129604
48,128490
42,114692
39,138929
61,122131
32,118853
26,135991
52,128474
65,112562
49,123382
42,147077
56,153308
37,138189
45,129792
36,138116
29,149648
31,130135
63,140887
56,136541
41,130576
42,122373
41,136790
26,139569
59,152444
26,138957
26,164326
47,141364
61,133406
43,145398
60,113986
56,118282
51,117969
52,138098
37,133965
35,142148
34,138877
51,146740
58,140045
33,127103
38,121688
49,146492
28,149883
64,120778
34,133183
56,144519
63,145543
28,120471
38,156127
28,152399
52,139683
60,153537
53,143281
29,114694
36,128647
62,119185
25,141998
62,140288
34,151456
44,139754
42,123930
55,144905
44,137232
61,158764
56,133107
26,148576
37,141703
63,138060
43,141366
62,140912
46,149843
37,123859
57,127463
47,146682
32,135079
34,161640
51,113046
40,134583
47,136352
35,142833
37,115667
38,127107
54,128980
41,121480
45,158145
36,154758
44,143668
37,141148
46,138429
53,127178
52,122646
26,136084
64,146963
43,158944
64,136450
61,131786
41,142590
59,149361
44,149775
39,122768
42,130148
45,124856
58,141366
37,106505
41,124226
45,150137
50,143530
33,140520
57,110626
28,114067
39,144229
57,153147
28,141262
54,138201
38,132796
29,128460
36,134418
29,122743
44,125398
32,135967
36,125624
30,137115
38,119796
62,132559
29,121705
46,139361
47,128617
36,147394
31,132209
56,110979
64,149549
30,144568
48,136584
31,143930
42,138042
39,130062
26,151924
34,138286
62,168911
38,134820
60,140724
41,138492
35,134679
38,140899
33,139319
44,147048
60,126048
38,124723
34,134586
48,138291
35,136843
54,127979
56,122583
65,152622
26,137213
50,137102
65,128743
47,132690
63,155591
59,132231
32,139488
53,141170
27,156129
46,132901
64,163141
62,146182
29,136185
52,116735
42,131012
37,138985
59,143911
51,130659
64,119517
27,130299
